city,state_short,state_full,county
Coram,NY,New York,SUFFOLK
Deer Park,NY,New York,SUFFOLK
East Islip,NY,New York,SUFFOLK
East Northport,NY,New York,SUFFOLK
East Norwich,NY,New York,NASSAU
East Setauket,NY,New York,SUFFOLK
Farmingville,NY,New York,SUFFOLK
Great River,NY,New York,SUFFOLK
Greenlawn,NY,New York,SUFFOLK
Huntington Station,NY,New York,SUFFOLK
Melville,NY,New York,SUFFOLK
Islandia,NY,New York,SUFFOLK
Islip,NY,New York,SUFFOLK
Islip Terrace,NY,New York,SUFFOLK
Kings Park,NY,New York,SUFFOLK
Lake Grove,NY,New York,SUFFOLK
Levittown,NY,New York,NASSAU
Lindenhurst,NY,New York,SUFFOLK
Massapequa,NY,New York,NASSAU
Massapequa Park,NY,New York,NASSAU
Miller Place,NY,New York,SUFFOLK
Mill Neck,NY,New York,NASSAU
Mount Sinai,NY,New York,SUFFOLK
Nesconset,NY,New York,SUFFOLK
Northport,NY,New York,SUFFOLK
Ocean Beach,NY,New York,SUFFOLK
Oyster Bay,NY,New York,NASSAU
Patchogue,NY,New York,SUFFOLK
Syosset,NY,New York,NASSAU
Port Jefferson Station,NY,New York,SUFFOLK
P J S,NY,New York,SUFFOLK
PJS,NY,New York,SUFFOLK
Port Jefferson,NY,New York,SUFFOLK
Rocky Point,NY,New York,SUFFOLK
Ronkonkoma,NY,New York,SUFFOLK
Saint James,NY,New York,SUFFOLK
Sayville,NY,New York,SUFFOLK
Seaford,NY,New York,NASSAU
Selden,NY,New York,SUFFOLK
Smithtown,NY,New York,SUFFOLK
Hauppauge,NY,New York,SUFFOLK
Sound Beach,NY,New York,SUFFOLK
Stony Brook,NY,New York,SUFFOLK
Wading River,NY,New York,SUFFOLK
Wantagh,NY,New York,NASSAU
West Islip,NY,New York,SUFFOLK
West Sayville,NY,New York,SUFFOLK
Wyandanch,NY,New York,SUFFOLK
Hicksville,NY,New York,NASSAU
Plainview,NY,New York,NASSAU
Old Bethpage,NY,New York,NASSAU
Riverhead,NY,New York,SUFFOLK
Amagansett,NY,New York,SUFFOLK
Aquebogue,NY,New York,SUFFOLK
Bridgehampton,NY,New York,SUFFOLK
Calverton,NY,New York,SUFFOLK
Center Moriches,NY,New York,SUFFOLK
Cutchogue,NY,New York,SUFFOLK
East Marion,NY,New York,SUFFOLK
East Moriches,NY,New York,SUFFOLK
East Quogue,NY,New York,SUFFOLK
Greenport,NY,New York,SUFFOLK
Hampton Bays,NY,New York,SUFFOLK
Jamesport,NY,New York,SUFFOLK
Laurel,NY,New York,SUFFOLK
Manorville,NY,New York,SUFFOLK
Mastic,NY,New York,SUFFOLK
Mastic Beach,NY,New York,SUFFOLK
Mattituck,NY,New York,SUFFOLK
Middle Island,NY,New York,SUFFOLK
Montauk,NY,New York,SUFFOLK
Moriches,NY,New York,SUFFOLK
New Suffolk,NY,New York,SUFFOLK
Peconic,NY,New York,SUFFOLK
Quogue,NY,New York,SUFFOLK
Remsenburg,NY,New York,SUFFOLK
Ridge,NY,New York,SUFFOLK
Sagaponack,NY,New York,SUFFOLK
Sag Harbor,NY,New York,SUFFOLK
Shelter Island,NY,New York,SUFFOLK
Shelter Island Heights,NY,New York,SUFFOLK
South Jamesport,NY,New York,SUFFOLK
Southold,NY,New York,SUFFOLK
Speonk,NY,New York,SUFFOLK
Wainscott,NY,New York,SUFFOLK
Water Mill,NY,New York,SUFFOLK
Westhampton,NY,New York,SUFFOLK
Westhampton Beach,NY,New York,SUFFOLK
Yaphank,NY,New York,SUFFOLK
Alcove,NY,New York,ALBANY
Alplaus,NY,New York,SCHENECTADY
Altamont,NY,New York,ALBANY
Amsterdam,NY,New York,MONTGOMERY
Auriesville,NY,New York,MONTGOMERY
Austerlitz,NY,New York,COLUMBIA
Averill Park,NY,New York,RENSSELAER
Ballston Lake,NY,New York,SARATOGA
Ballston Spa,NY,New York,SARATOGA
Berne,NY,New York,ALBANY
Brainard,NY,New York,RENSSELAER
Broadalbin,NY,New York,FULTON
Burnt Hills,NY,New York,SARATOGA
Buskirk,NY,New York,WASHINGTON
Caroga Lake,NY,New York,FULTON
Castleton On Hudson,NY,New York,RENSSELAER
Central Bridge,NY,New York,SCHOHARIE
Charlotteville,NY,New York,SCHOHARIE
Cherry Plain,NY,New York,RENSSELAER
Clarksville,NY,New York,ALBANY
Climax,NY,New York,GREENE
Cobleskill,NY,New York,SCHOHARIE
Coeymans,NY,New York,ALBANY
Coeymans Hollow,NY,New York,ALBANY
Cohoes,NY,New York,ALBANY
Columbiaville,NY,New York,COLUMBIA
Coxsackie,NY,New York,GREENE
Cropseyville,NY,New York,RENSSELAER
Delanson,NY,New York,SCHENECTADY
Delmar,NY,New York,ALBANY
Dormansville,NY,New York,ALBANY
Duanesburg,NY,New York,SCHENECTADY
Eagle Bridge,NY,New York,RENSSELAER
Earlton,NY,New York,GREENE
East Berne,NY,New York,ALBANY
East Chatham,NY,New York,COLUMBIA
East Greenbush,NY,New York,RENSSELAER
East Nassau,NY,New York,RENSSELAER
East Schodack,NY,New York,RENSSELAER
East Worcester,NY,New York,OTSEGO
Clifton Park,NY,New York,SARATOGA
Esperance,NY,New York,MONTGOMERY
Feura Bush,NY,New York,ALBANY
Fonda,NY,New York,MONTGOMERY
Fort Hunter,NY,New York,MONTGOMERY
Fort Johnson,NY,New York,MONTGOMERY
Fultonham,NY,New York,SCHOHARIE
Fultonville,NY,New York,MONTGOMERY
Gallupville,NY,New York,SCHOHARIE
Galway,NY,New York,SARATOGA
Ghent,NY,New York,COLUMBIA
Gilboa,NY,New York,SCHOHARIE
Glenmont,NY,New York,ALBANY
Gloversville,NY,New York,FULTON
Guilderland,NY,New York,ALBANY
Guilderland Center,NY,New York,ALBANY
Hagaman,NY,New York,MONTGOMERY
Hannacroix,NY,New York,GREENE
Hoosick,NY,New York,RENSSELAER
Hoosick Falls,NY,New York,RENSSELAER
Howes Cave,NY,New York,SCHOHARIE
Johnsonville,NY,New York,RENSSELAER
Johnstown,NY,New York,FULTON
Kinderhook,NY,New York,COLUMBIA
Knox,NY,New York,ALBANY
Latham,NY,New York,ALBANY
Malden Bridge,NY,New York,COLUMBIA
Maryland,NY,New York,OTSEGO
Mayfield,NY,New York,FULTON
Mechanicville,NY,New York,SARATOGA
Medusa,NY,New York,ALBANY
Middleburgh,NY,New York,SCHOHARIE
Nassau,NY,New York,RENSSELAER
New Baltimore,NY,New York,GREENE
New Lebanon,NY,New York,COLUMBIA
Niverville,NY,New York,COLUMBIA
North Blenheim,NY,New York,SCHOHARIE
North Hoosick,NY,New York,RENSSELAER
Northville,NY,New York,FULTON
Old Chatham,NY,New York,COLUMBIA
Pattersonville,NY,New York,SCHENECTADY
Petersburg,NY,New York,RENSSELAER
Piseco,NY,New York,HAMILTON
Poestenkill,NY,New York,RENSSELAER
Quaker Street,NY,New York,SCHENECTADY
Ravena,NY,New York,ALBANY
Rensselaer,NY,New York,RENSSELAER
Rensselaerville,NY,New York,ALBANY
Rexford,NY,New York,SARATOGA
Richmondville,NY,New York,SCHOHARIE
Rotterdam Junction,NY,New York,SCHENECTADY
Round Lake,NY,New York,SARATOGA
Sand Lake,NY,New York,RENSSELAER
Schaghticoke,NY,New York,RENSSELAER
Schenevus,NY,New York,OTSEGO
Schodack Landing,NY,New York,RENSSELAER
Schoharie,NY,New York,SCHOHARIE
Selkirk,NY,New York,ALBANY
Slingerlands,NY,New York,ALBANY
Sloansville,NY,New York,SCHOHARIE
South Bethlehem,NY,New York,ALBANY
Speculator,NY,New York,HAMILTON
Spencertown,NY,New York,COLUMBIA
Sprakers,NY,New York,MONTGOMERY
Stephentown,NY,New York,RENSSELAER
Stottville,NY,New York,COLUMBIA
Stuyvesant,NY,New York,COLUMBIA
Stuyvesant Falls,NY,New York,COLUMBIA
Surprise,NY,New York,GREENE
Tribes Hill,NY,New York,MONTGOMERY
Valatie,NY,New York,COLUMBIA
Valley Falls,NY,New York,RENSSELAER
Voorheesville,NY,New York,ALBANY
Warnerville,NY,New York,SCHOHARIE
Watervliet,NY,New York,ALBANY
West Coxsackie,NY,New York,GREENE
Westerlo,NY,New York,ALBANY
West Fulton,NY,New York,SCHOHARIE
West Sand Lake,NY,New York,RENSSELAER
Wynantskill,NY,New York,RENSSELAER
Schenectady,NY,New York,SCHENECTADY
Acra,NY,New York,GREENE
Arkville,NY,New York,DELAWARE
Bearsville,NY,New York,ULSTER
Big Indian,NY,New York,ULSTER
Bloomington,NY,New York,ULSTER
Boiceville,NY,New York,ULSTER
Cairo,NY,New York,GREENE
Catskill,NY,New York,GREENE
Connelly,NY,New York,ULSTER
Cornwallville,NY,New York,GREENE
Cottekill,NY,New York,ULSTER
Cragsmoor,NY,New York,ULSTER
Denver,NY,New York,DELAWARE
East Durham,NY,New York,GREENE
East Jewett,NY,New York,GREENE
Elka Park,NY,New York,GREENE
Ellenville,NY,New York,ULSTER
Esopus,NY,New York,ULSTER
Fleischmanns,NY,New York,DELAWARE
Glasco,NY,New York,ULSTER
Glenford,NY,New York,ULSTER
Grand Gorge,NY,New York,DELAWARE
Greenfield Park,NY,New York,ULSTER
Haines Falls,NY,New York,GREENE
Halcottsville,NY,New York,DELAWARE
Hensonville,NY,New York,GREENE
High Falls,NY,New York,ULSTER
Highmount,NY,New York,ULSTER
Hunter,NY,New York,GREENE
Hurley,NY,New York,ULSTER
Jewett,NY,New York,GREENE
Kerhonkson,NY,New York,ULSTER
Lake Hill,NY,New York,ULSTER
Lake Katrine,NY,New York,ULSTER
Lanesville,NY,New York,GREENE
Malden On Hudson,NY,New York,ULSTER
Maplecrest,NY,New York,GREENE
Margaretville,NY,New York,DELAWARE
Mount Marion,NY,New York,ULSTER
Mount Tremper,NY,New York,ULSTER
Napanoch,NY,New York,ULSTER
New Kingston,NY,New York,DELAWARE
Oak Hill,NY,New York,GREENE
Olivebridge,NY,New York,ULSTER
Palenville,NY,New York,GREENE
Phoenicia,NY,New York,ULSTER
Pine Hill,NY,New York,ULSTER
Port Ewen,NY,New York,ULSTER
Prattsville,NY,New York,GREENE
Preston Hollow,NY,New York,ALBANY
Purling,NY,New York,GREENE
Rifton,NY,New York,ULSTER
Rosendale,NY,New York,ULSTER
Round Top,NY,New York,GREENE
Ruby,NY,New York,ULSTER
Saugerties,NY,New York,ULSTER
Shandaken,NY,New York,ULSTER
Shokan,NY,New York,ULSTER
South Cairo,NY,New York,GREENE
Spring Glen,NY,New York,ULSTER
Stone Ridge,NY,New York,ULSTER
Tannersville,NY,New York,GREENE
Tillson,NY,New York,ULSTER
Ulster Park,NY,New York,ULSTER
Wawarsing,NY,New York,ULSTER
West Camp,NY,New York,ULSTER
West Hurley,NY,New York,ULSTER
West Kill,NY,New York,GREENE
West Park,NY,New York,ULSTER
West Shokan,NY,New York,ULSTER
Willow,NY,New York,ULSTER
Amenia,NY,New York,DUTCHESS
Ancram,NY,New York,COLUMBIA
Ancramdale,NY,New York,COLUMBIA
Annandale On Hudson,NY,New York,DUTCHESS
Bangall,NY,New York,DUTCHESS
Barrytown,NY,New York,DUTCHESS
Beacon,NY,New York,DUTCHESS
Billings,NY,New York,DUTCHESS
Castle Point,NY,New York,DUTCHESS
Claverack,NY,New York,COLUMBIA
Clinton Corners,NY,New York,DUTCHESS
Clintondale,NY,New York,ULSTER
Copake,NY,New York,COLUMBIA
Copake Falls,NY,New York,COLUMBIA
Cornwall On Hudson,NY,New York,ORANGE
Craryville,NY,New York,COLUMBIA
Dover Plains,NY,New York,DUTCHESS
Elizaville,NY,New York,COLUMBIA
Fishkill,NY,New York,DUTCHESS
Germantown,NY,New York,COLUMBIA
Glenham,NY,New York,DUTCHESS
Highland,NY,New York,ULSTER
Hollowville,NY,New York,COLUMBIA
Holmes,NY,New York,DUTCHESS
Hopewell Junction,NY,New York,DUTCHESS
Hughsonville,NY,New York,DUTCHESS
Lagrangeville,NY,New York,DUTCHESS
Maybrook,NY,New York,ORANGE
Mellenville,NY,New York,COLUMBIA
Millbrook,NY,New York,DUTCHESS
Millerton,NY,New York,DUTCHESS
Modena,NY,New York,ULSTER
Newburgh,NY,New York,ORANGE
New Windsor,NY,New York,ORANGE
New Paltz,NY,New York,ULSTER
Patterson,NY,New York,PUTNAM
Pawling,NY,New York,DUTCHESS
Philmont,NY,New York,COLUMBIA
Pine Bush,NY,New York,ORANGE
Pine Plains,NY,New York,DUTCHESS
Plattekill,NY,New York,ULSTER
Pleasant Valley,NY,New York,DUTCHESS
Poughquag,NY,New York,DUTCHESS
Red Hook,NY,New York,DUTCHESS
Rhinebeck,NY,New York,DUTCHESS
Rhinecliff,NY,New York,DUTCHESS
Rock Tavern,NY,New York,ORANGE
Salisbury Mills,NY,New York,ORANGE
Salt Point,NY,New York,DUTCHESS
Staatsburg,NY,New York,DUTCHESS
Stanfordville,NY,New York,DUTCHESS
Stormville,NY,New York,DUTCHESS
Tivoli,NY,New York,DUTCHESS
Vails Gate,NY,New York,ORANGE
Verbank,NY,New York,DUTCHESS
Walden,NY,New York,ORANGE
Walker Valley,NY,New York,ULSTER
Wallkill,NY,New York,ULSTER
Wappingers Falls,NY,New York,DUTCHESS
Wassaic,NY,New York,DUTCHESS
Wingdale,NY,New York,DUTCHESS
Poughkeepsie,NY,New York,DUTCHESS
Barryville,NY,New York,SULLIVAN
Bloomingburg,NY,New York,SULLIVAN
Burlingham,NY,New York,SULLIVAN
Callicoon,NY,New York,SULLIVAN
Callicoon Center,NY,New York,SULLIVAN
Claryville,NY,New York,SULLIVAN
Cochecton,NY,New York,SULLIVAN
Cochecton Center,NY,New York,SULLIVAN
Cuddebackville,NY,New York,ORANGE
Eldred,NY,New York,SULLIVAN
Fallsburg,NY,New York,SULLIVAN
Ferndale,NY,New York,SULLIVAN
Fremont Center,NY,New York,SULLIVAN
Glen Spey,NY,New York,SULLIVAN
Glen Wild,NY,New York,SULLIVAN
Grahamsville,NY,New York,SULLIVAN
Hankins,NY,New York,SULLIVAN
Harris,NY,New York,SULLIVAN
Highland Lake,NY,New York,SULLIVAN
Hortonville,NY,New York,SULLIVAN
Huguenot,NY,New York,ORANGE
Hurleyville,NY,New York,SULLIVAN
Kauneonga Lake,NY,New York,SULLIVAN
Kenoza Lake,NY,New York,SULLIVAN
Kiamesha Lake,NY,New York,SULLIVAN
Lake Huntington,NY,New York,SULLIVAN
Livingston Manor,NY,New York,SULLIVAN
Loch Sheldrake,NY,New York,SULLIVAN
Long Eddy,NY,New York,SULLIVAN
Mongaup Valley,NY,New York,SULLIVAN
Mountain Dale,NY,New York,SULLIVAN
Narrowsburg,NY,New York,SULLIVAN
Neversink,NY,New York,SULLIVAN
North Branch,NY,New York,SULLIVAN
Obernburg,NY,New York,SULLIVAN
Parksville,NY,New York,SULLIVAN
Phillipsport,NY,New York,SULLIVAN
Pond Eddy,NY,New York,SULLIVAN
Port Jervis,NY,New York,ORANGE
Rock Hill,NY,New York,SULLIVAN
Roscoe,NY,New York,SULLIVAN
Forestburgh,NY,New York,SULLIVAN
Smallwood,NY,New York,SULLIVAN
South Fallsburg,NY,New York,SULLIVAN
Sparrow Bush,NY,New York,ORANGE
Summitville,NY,New York,SULLIVAN
Swan Lake,NY,New York,SULLIVAN
Thompsonville,NY,New York,SULLIVAN
Westbrookville,NY,New York,SULLIVAN
White Lake,NY,New York,SULLIVAN
White Sulphur Springs,NY,New York,SULLIVAN
Woodbourne,NY,New York,SULLIVAN
Woodridge,NY,New York,SULLIVAN
Wurtsboro,NY,New York,SULLIVAN
Youngsville,NY,New York,SULLIVAN
Yulan,NY,New York,SULLIVAN
Glens Falls,NY,New York,WARREN
South Glens Falls,NY,New York,SARATOGA
Queensbury,NY,New York,WARREN
Adirondack,NY,New York,WARREN
Argyle,NY,New York,WASHINGTON
Bakers Mills,NY,New York,WARREN
Blue Mountain Lake,NY,New York,HAMILTON
Bolton Landing,NY,New York,WARREN
Brant Lake,NY,New York,WARREN
Chestertown,NY,New York,WARREN
Clemons,NY,New York,WASHINGTON
Cleverdale,NY,New York,WARREN
Comstock,NY,New York,WASHINGTON
Cossayuna,NY,New York,WASHINGTON
Diamond Point,NY,New York,WARREN
Fort Ann,NY,New York,WASHINGTON
Fort Edward,NY,New York,WASHINGTON
Gansevoort,NY,New York,SARATOGA
Greenfield Center,NY,New York,SARATOGA
Hague,NY,New York,WARREN
Hudson Falls,NY,New York,WASHINGTON
Huletts Landing,NY,New York,WASHINGTON
Indian Lake,NY,New York,HAMILTON
Johnsburg,NY,New York,WARREN
Kattskill Bay,NY,New York,WARREN
Lake George,NY,New York,WARREN
Lake Luzerne,NY,New York,WARREN
Long Lake,NY,New York,HAMILTON
Middle Falls,NY,New York,WASHINGTON
Middle Granville,NY,New York,WASHINGTON
Middle Grove,NY,New York,SARATOGA
Minerva,NY,New York,ESSEX
Newcomb,NY,New York,ESSEX
North Creek,NY,New York,WARREN
North Granville,NY,New York,WASHINGTON
North Hudson,NY,New York,ESSEX
North River,NY,New York,WARREN
Olmstedville,NY,New York,ESSEX
Paradox,NY,New York,ESSEX
Porter Corners,NY,New York,SARATOGA
Putnam Station,NY,New York,WASHINGTON
Riparius,NY,New York,WARREN
Rock City Falls,NY,New York,SARATOGA
Sabael,NY,New York,HAMILTON
Saratoga Springs,NY,New York,SARATOGA
Schroon Lake,NY,New York,ESSEX
Schuylerville,NY,New York,SARATOGA
Severance,NY,New York,ESSEX
Shushan,NY,New York,WASHINGTON
Silver Bay,NY,New York,WARREN
Stony Creek,NY,New York,WARREN
Ticonderoga,NY,New York,ESSEX
Victory Mills,NY,New York,SARATOGA
Warrensburg,NY,New York,WARREN
Wevertown,NY,New York,WARREN
Whitehall,NY,New York,WASHINGTON
Plattsburgh,NY,New York,CLINTON
Altona,NY,New York,CLINTON
Keeseville,NY,New York,CLINTON
Au Sable Forks,NY,New York,CLINTON
Bombay,NY,New York,FRANKLIN
Brainardsville,NY,New York,FRANKLIN
Brushton,NY,New York,FRANKLIN
Burke,NY,New York,FRANKLIN
Cadyville,NY,New York,CLINTON
Champlain,NY,New York,CLINTON
Chateaugay,NY,New York,FRANKLIN
Chazy,NY,New York,CLINTON
Childwold,NY,New York,SAINT LAWRENCE
Churubusco,NY,New York,CLINTON
Constable,NY,New York,FRANKLIN
Cranberry Lake,NY,New York,SAINT LAWRENCE
Crown Point,NY,New York,ESSEX
Dannemora,NY,New York,CLINTON
Dickinson Center,NY,New York,FRANKLIN
Elizabethtown,NY,New York,ESSEX
Ellenburg,NY,New York,CLINTON
Ellenburg Center,NY,New York,CLINTON
Ellenburg Depot,NY,New York,CLINTON
Fort Covington,NY,New York,FRANKLIN
Gabriels,NY,New York,FRANKLIN
Keene Valley,NY,New York,ESSEX
Lake Clear,NY,New York,FRANKLIN
Lake Placid,NY,New York,ESSEX
Lawrenceville,NY,New York,SAINT LAWRENCE
Lewis,NY,New York,ESSEX
Lyon Mountain,NY,New York,CLINTON
Malone,NY,New York,FRANKLIN
Mineville,NY,New York,ESSEX
Moira,NY,New York,FRANKLIN
Mooers,NY,New York,CLINTON
Mooers Forks,NY,New York,CLINTON
Moriah,NY,New York,ESSEX
Moriah Center,NY,New York,ESSEX
Morrisonville,NY,New York,CLINTON
New Russia,NY,New York,ESSEX
Nicholville,NY,New York,SAINT LAWRENCE
North Bangor,NY,New York,FRANKLIN
North Lawrence,NY,New York,SAINT LAWRENCE
Paul Smiths,NY,New York,FRANKLIN
Piercefield,NY,New York,SAINT LAWRENCE
Port Henry,NY,New York,ESSEX
Port Kent,NY,New York,ESSEX
Rainbow Lake,NY,New York,FRANKLIN
Ray Brook,NY,New York,ESSEX
Redford,NY,New York,CLINTON
Rouses Point,NY,New York,CLINTON
Saint Regis Falls,NY,New York,FRANKLIN
Saranac,NY,New York,CLINTON
Saranac Lake,NY,New York,FRANKLIN
Schuyler Falls,NY,New York,CLINTON
Tupper Lake,NY,New York,FRANKLIN
Upper Jay,NY,New York,ESSEX
Vermontville,NY,New York,FRANKLIN
West Chazy,NY,New York,CLINTON
Whippleville,NY,New York,FRANKLIN
Willsboro,NY,New York,ESSEX
Witherbee,NY,New York,ESSEX
Apulia Station,NY,New York,ONONDAGA
Baldwinsville,NY,New York,ONONDAGA
Bernhards Bay,NY,New York,OSWEGO
Brewerton,NY,New York,ONONDAGA
Camillus,NY,New York,ONONDAGA
Canastota,NY,New York,MADISON
Cato,NY,New York,CAYUGA
Cayuga,NY,New York,CAYUGA
Cazenovia,NY,New York,MADISON
Central Square,NY,New York,OSWEGO
Chittenango,NY,New York,MADISON
Cicero,NY,New York,ONONDAGA
Cincinnatus,NY,New York,CORTLAND
Clay,NY,New York,ONONDAGA
Cleveland,NY,New York,OSWEGO
Clockville,NY,New York,MADISON
Constantia,NY,New York,OSWEGO
Cortland,NY,New York,CORTLAND
Delphi Falls,NY,New York,ONONDAGA
De Ruyter,NY,New York,MADISON
Durhamville,NY,New York,ONEIDA
East Homer,NY,New York,CORTLAND
East Syracuse,NY,New York,ONONDAGA
Elbridge,NY,New York,ONONDAGA
Erieville,NY,New York,MADISON
Fabius,NY,New York,ONONDAGA
Fayette,NY,New York,SENECA
Fayetteville,NY,New York,ONONDAGA
Freeville,NY,New York,TOMPKINS
Fulton,NY,New York,OSWEGO
Genoa,NY,New York,CAYUGA
Hannibal,NY,New York,OSWEGO
Hastings,NY,New York,OSWEGO
Homer,NY,New York,CORTLAND
Jamesville,NY,New York,ONONDAGA
Jordan,NY,New York,ONONDAGA
King Ferry,NY,New York,CAYUGA
Kirkville,NY,New York,ONONDAGA
Lacona,NY,New York,OSWEGO
La Fayette,NY,New York,ONONDAGA
Liverpool,NY,New York,ONONDAGA
Locke,NY,New York,CAYUGA
Lycoming,NY,New York,OSWEGO
Mc Graw,NY,New York,CORTLAND
Mc Lean,NY,New York,TOMPKINS
Mallory,NY,New York,OSWEGO
Manlius,NY,New York,ONONDAGA
Maple View,NY,New York,OSWEGO
Marcellus,NY,New York,ONONDAGA
Marietta,NY,New York,ONONDAGA
Martville,NY,New York,CAYUGA
Memphis,NY,New York,ONONDAGA
Meridian,NY,New York,CAYUGA
Minetto,NY,New York,OSWEGO
Minoa,NY,New York,ONONDAGA
Montezuma,NY,New York,CAYUGA
Moravia,NY,New York,CAYUGA
Mottville,NY,New York,ONONDAGA
Nedrow,NY,New York,ONONDAGA
New Woodstock,NY,New York,MADISON
North Bay,NY,New York,ONEIDA
North Pitcher,NY,New York,CHENANGO
Oswego,NY,New York,OSWEGO
Parish,NY,New York,OSWEGO
Pennellville,NY,New York,OSWEGO
Peterboro,NY,New York,MADISON
Phoenix,NY,New York,OSWEGO
Pitcher,NY,New York,CHENANGO
Pompey,NY,New York,ONONDAGA
Poplar Ridge,NY,New York,CAYUGA
Port Byron,NY,New York,CAYUGA
Preble,NY,New York,CORTLAND
Pulaski,NY,New York,OSWEGO
Red Creek,NY,New York,WAYNE
Sandy Creek,NY,New York,OSWEGO
Savannah,NY,New York,WAYNE
Scipio Center,NY,New York,CAYUGA
Seneca Falls,NY,New York,SENECA
Skaneateles,NY,New York,ONONDAGA
Skaneateles Falls,NY,New York,ONONDAGA
South Butler,NY,New York,WAYNE
South Otselic,NY,New York,CHENANGO
Sylvan Beach,NY,New York,ONEIDA
Truxton,NY,New York,CORTLAND
Tully,NY,New York,ONONDAGA
Union Springs,NY,New York,CAYUGA
Verona Beach,NY,New York,ONEIDA
Wampsville,NY,New York,MADISON
Warners,NY,New York,ONONDAGA
Waterloo,NY,New York,SENECA
Weedsport,NY,New York,CAYUGA
West Monroe,NY,New York,OSWEGO
Syracuse,NY,New York,ONONDAGA
Alder Creek,NY,New York,ONEIDA
Altmar,NY,New York,OSWEGO
Ava,NY,New York,ONEIDA
Barneveld,NY,New York,ONEIDA
Beaver Falls,NY,New York,LEWIS
Blossvale,NY,New York,ONEIDA
Boonville,NY,New York,ONEIDA
Bouckville,NY,New York,MADISON
Brantingham,NY,New York,LEWIS
Burlington Flats,NY,New York,OTSEGO
Canajoharie,NY,New York,MONTGOMERY
Cassville,NY,New York,ONEIDA
Chadwicks,NY,New York,ONEIDA
Clark Mills,NY,New York,ONEIDA
Cold Brook,NY,New York,HERKIMER
Constableville,NY,New York,LEWIS
Cooperstown,NY,New York,OTSEGO
Croghan,NY,New York,LEWIS
Deansboro,NY,New York,ONEIDA
Dolgeville,NY,New York,HERKIMER
Eagle Bay,NY,New York,HERKIMER
Earlville,NY,New York,CHENANGO
East Springfield,NY,New York,OTSEGO
Eaton,NY,New York,MADISON
Edmeston,NY,New York,OTSEGO
Fly Creek,NY,New York,OTSEGO
Forestport,NY,New York,ONEIDA
Fort Plain,NY,New York,MONTGOMERY
Franklin Springs,NY,New York,ONEIDA
Garrattsville,NY,New York,OTSEGO
Glenfield,NY,New York,LEWIS
Greig,NY,New York,LEWIS
Hartwick,NY,New York,OTSEGO
Herkimer,NY,New York,HERKIMER
Hoffmeister,NY,New York,HAMILTON
Holland Patent,NY,New York,ONEIDA
Hubbardsville,NY,New York,MADISON
Ilion,NY,New York,HERKIMER
Inlet,NY,New York,HAMILTON
Jordanville,NY,New York,HERKIMER
Knoxboro,NY,New York,ONEIDA
Lee Center,NY,New York,ONEIDA
Leonardsville,NY,New York,MADISON
Lowville,NY,New York,LEWIS
Lyons Falls,NY,New York,LEWIS
Mc Connellsville,NY,New York,ONEIDA
Marcy,NY,New York,ONEIDA
Martinsburg,NY,New York,LEWIS
Mohawk,NY,New York,HERKIMER
Munnsville,NY,New York,MADISON
Nelliston,NY,New York,MONTGOMERY
New Berlin,NY,New York,CHENANGO
New York Mills,NY,New York,ONEIDA
Old Forge,NY,New York,HERKIMER
Oneida,NY,New York,MADISON
Oriskany,NY,New York,ONEIDA
Oriskany Falls,NY,New York,ONEIDA
Palatine Bridge,NY,New York,MONTGOMERY
Port Leyden,NY,New York,LEWIS
Raquette Lake,NY,New York,HAMILTON
Redfield,NY,New York,OSWEGO
Remsen,NY,New York,ONEIDA
Richfield Springs,NY,New York,OTSEGO
Rome,NY,New York,ONEIDA
Roseboom,NY,New York,OTSEGO
Saint Johnsville,NY,New York,MONTGOMERY
Salisbury Center,NY,New York,HERKIMER
Sangerfield,NY,New York,ONEIDA
Sauquoit,NY,New York,ONEIDA
Schuyler Lake,NY,New York,OTSEGO
Sharon Springs,NY,New York,SCHOHARIE
Sherburne,NY,New York,CHENANGO
Sherrill,NY,New York,ONEIDA
Smyrna,NY,New York,CHENANGO
Solsville,NY,New York,MADISON
Springfield Center,NY,New York,OTSEGO
Stittville,NY,New York,ONEIDA
Taberg,NY,New York,ONEIDA
Thendara,NY,New York,HERKIMER
Turin,NY,New York,LEWIS
Van Hornesville,NY,New York,HERKIMER
Vernon Center,NY,New York,ONEIDA
Washington Mills,NY,New York,ONEIDA
West Burlington,NY,New York,OTSEGO
Westdale,NY,New York,ONEIDA
West Eaton,NY,New York,MADISON
West Edmeston,NY,New York,MADISON
Westernville,NY,New York,ONEIDA
West Leyden,NY,New York,LEWIS
West Winfield,NY,New York,HERKIMER
Woodgate,NY,New York,ONEIDA
Yorkville,NY,New York,ONEIDA
Utica,NY,New York,ONEIDA
Fort Drum,NY,New York,JEFFERSON
Adams Center,NY,New York,JEFFERSON
Alexandria Bay,NY,New York,JEFFERSON
Antwerp,NY,New York,JEFFERSON
Black River,NY,New York,JEFFERSON
Brasher Falls,NY,New York,SAINT LAWRENCE
Brier Hill,NY,New York,SAINT LAWRENCE
Calcium,NY,New York,JEFFERSON
Cape Vincent,NY,New York,JEFFERSON
Carthage,NY,New York,JEFFERSON
Castorland,NY,New York,LEWIS
Chase Mills,NY,New York,SAINT LAWRENCE
Chaumont,NY,New York,JEFFERSON
Chippewa Bay,NY,New York,SAINT LAWRENCE
Colton,NY,New York,SAINT LAWRENCE
