lastname,taxid,mpin,provstatus,provtype,orgtypecd,state
ASPEN HILLS HEALTHCARE CENTER           ,454881207,3252215,N,O,1,NJ
ASPEN HILLS HOSPITAL                    ,431648342,2403618,N,O,1,MO
ASPEN MOUNTAIN MED CENTER               ,462887963,6004613,P,O,1,WY
ASPEN VALLEY HOSPITAL                   ,840720309,689153,P,O,1,CO
ASPENPOINTE HEALTH SERVICES             ,840602716,2088016,P,O,1,CO
ASPIRE HOSPITAL                         ,262835957,3543377,P,O,1,TX
ASPIRUS GRAND VIEW                      ,382908586,1913276,P,O,1,WI
ASPIRUS IRON RIVER HOSPITAL & CLINICS   ,383236977,64538,P,O,1,WI
ASPIRUS KEWEENAW HOSPITAL               ,381443361,135117,P,O,1,MI
ASPIRUS MEDFORD HOSPITAL                ,390964813,521119,P,O,1,WI
ASPIRUS ONTONAGON HOSPITAL              ,260806477,663195,P,O,1,MI
ASPIRUS ONTONAGON HOSPITAL              ,382556723,663195,P,O,1,MI
ASPIRUS RIVERVIEW HOSPITAL & CLINICS    ,390868982,217459,P,O,1,WI
ASPIRUS WAUSAU HOSPITAL                 ,391138241,624518,P,O,1,WI
ASSUMPTION COMMUNITY HOSPITAL           ,721495500,178666,P,O,1,LA
ASTORIA GARDENS & REHAB CENTER          ,300096391,2634648,N,O,1,IL
ATCHISON HOSPITAL                       ,480561974,175517,P,O,1,KS
ATH HOSPITAL                            ,351903972,1576597,N,O,1,TN
ATH HOUSTON WEST                        ,760232151,795337,N,O,1,TX
ATHENS REGIONAL MEDICAL CTR             ,582179986,353291,P,O,1,GA
ATHENS-LIMESTONE HOSPITAL               ,636002175,20933,P,O,1,AL
ATHOL MEMORIAL HOSPITAL                 ,42126583,41741,P,O,1,MA
ATKINSON YOUTH SERVIES                  ,680019348,1764963,N,O,1,CA
ATLANTA HEALTHCARE                      ,102227428,2935343,N,O,1,GA
ATLANTA HOSP & REG DIABETES CTR         ,581540763,649160,N,O,1,GA
ATLANTA HOSPITAL                        ,581611924,1640414,N,O,1,GA
ATLANTIC GENERAL HOSPITAL               ,521656507,1050870,P,O,1,PA
ATLANTIC SURGICAL GROUP                 ,550804629,2255623,N,O,1,CA
ATLANTICARE REG MED CTR                 ,210634549,428205,P,O,1,PA
ATLATNA HOSP & MEDICAL CNTR             ,581540763,1640148,N,O,1,GA
ATMORE COMMUNITY HOSPITAL               ,631143638,831739,P,O,1,FL
ATOKA MEMORIAL HOSPITAL                 ,736264482,669942,P,O,1,OK
ATRIUM MEDICAL CENTER                   ,311079309,218427,P,O,1,OH
ATTICA DISTRICT HOSPITAL                ,486088806,48403,N,O,1,KS
AUBURN COMMUNITY HOSPITAL               ,150532054,50463,P,O,1,NY
AUDUBON COUNTY MEMORIAL HOSPITAL        ,426037854,360895,P,O,1,IA
AUDUBON REGIONAL MEDICAL CENTER         ,610678588,413797,N,O,1,KY
AUGUSTA MEDICAL CENTER                  ,541453954,1725673,P,O,1,VA
AULTMAN HOSPITAL                        ,340714538,255507,P,O,1,OH
AULTMAN ORRVILLE HOSPITAL               ,340733138,462122,P,O,1,OH
AULTMAN ORRVILLE HOSPITAL               ,341871647,462122,P,O,1,OH
AURORA BAYCARE MEDICAL CENTER           ,391947472,2100469,P,O,1,WI
AURORA CHARTER OAK                      ,943369427,2009516,P,O,1,CA
AURORA COMMUNITY HOSPITAL               ,446000135,458675,N,O,1,MO
AURORA COMMUNITY HOSPITAL               ,841126858,458675,N,O,1,MO
AURORA HEALTH CARE METRO                ,390806181,2978378,P,O,1,WI
AURORA HEALTH CARE METRO                ,390806181,426484,P,O,1,WI
AURORA HUMANA HOSPITAL                  ,610855046,2401380,N,O,1,CO
AURORA LAKELAND MEDICAL CENTER          ,390806347,486614,P,O,1,WI
AURORA LAS ENCINAS                      ,320039155,2290797,P,O,1,CA
AURORA MED CTR SUMMIT                   ,390806347,3131827,P,O,1,WI
AURORA MEDICAL CENTER GRAFTON           ,272953799,3235326,P,O,1,WI
AURORA MEDICAL CENTER KENOSHA           ,390806347,1893159,P,O,1,WI
AURORA MEDICAL CENTER MANITOWOC         ,391211629,1977058,P,O,1,WI
AURORA MEDICAL CENTER OF WASHI          ,391150165,452928,P,O,1,WI
AURORA MEDICAL CENTER OSHKOSH           ,391027676,2370709,P,O,1,WI
AURORA MEMORIAL BURLINGTON              ,391678306,540202,P,O,1,WI
AURORA MEMORIAL BURLINGTON              ,390806347,540202,P,O,1,WI
AURORA SHEBOYGAN MEMORIAL MED CTR       ,390930748,2417968,P,O,1,WI
AURORA VISTA DEL MAR HOSPITAL           ,330986642,2150622,P,O,1,CA
AURORA WEST ALLIS MEDICAL CENTER        ,391022464,349426,P,O,1,WI
AURORACARE-45TH ST MENTAL HEALTH        ,650295456,2025216,P,O,1,FL
AUSTIN SURGICAL HOSPITAL                ,20596499,2384997,N,O,1,TX
AUTAUGA MEDICAL CENTER                  ,581612795,1407276,N,O,1,AL
AUXILIO MUTUO HOSPITAL                  ,664086907,2541553,N,O,1,PR
AVENAL DISTRICT HOSPITAL                ,946003188,198417,N,O,1,CA
AVENTURA HOSPITAL & MEDICAL CTR         ,752379007,1029577,P,O,1,GA
AVENTURA HOSPITAL & MEDICAL CTR         ,452233632,1029577,P,O,1,FL
AVERA CREIGHTON HOSPITAL                ,460225483,1478619,P,O,1,NE
AVERA CREIGHTON HOSPITAL                ,470627846,1478619,P,O,1,NE
AVERA DELLS AREA HOSPITAL               ,460224743,224726,P,O,1,SD
AVERA DESMET MEMORIAL HOSPITAL          ,460224604,629999,P,O,1,SD
AVERA DESMET MEMORIAL HOSPITAL          ,460345312,629999,P,O,1,SD
AVERA FLANDREAU HOSPITAL                ,460224743,746652,P,O,1,SD
AVERA GETTYSBURG HOSPITAL               ,460234354,2986251,P,O,1,SD
AVERA GREGORY HOSPITAL                  ,460224743,610627,P,O,1,SD
AVERA HAND COUNTY MEMORIAL HOSPITAL     ,460356287,629235,P,O,1,SD
AVERA HAND COUNTY MEMORIAL HOSPITAL     ,460224743,629235,P,O,1,SD
AVERA HEART HOSPITAL OF SOUTH DAKOTA    ,562143771,2073598,P,O,1,SD
AVERA HOLY FAMILY HOSPITAL              ,420680370,167611,P,O,1,IA
AVERA MARSHALL REGIONAL MEDICAL CENTER  ,410919153,3255859,N,O,1,MN
AVERA MARSHALL REGIONAL MEDICAL CENTER  ,410919153,331935,P,O,1,MN
AVERA MCKENNAN HOSPITAL UNIV HEALTH CTR ,460224743,138317,P,O,1,SD
AVERA QUEEN OF PEACE HOSPITAL           ,460224604,886492,P,O,1,SD
AVERA SACRED HEART HOSPITAL             ,460225483,444948,P,O,1,SD
AVERA ST ANTHONYS HOSPITAL              ,470463911,133783,P,O,1,NE
AVERA ST BENEDICTS HEALTH               ,460226738,692466,P,O,1,SD
AVERA ST LUKES HOSPITAL                 ,460224598,396030,P,O,1,SD
AVERA ST MARYS HOSPITAL                 ,460230199,6562,P,O,1,SD
AVERA TYLER HOSPITAL                    ,410853163,39767,P,O,1,MN
AVERA WESKOTA MEMORIAL MEDICAL CENTER   ,460224604,2371896,P,O,1,SD
AVERTY MEDICAL CTR                      ,421695901,2668834,N,O,1,FL
AVISTA HOSPITAL                         ,840438224,793488,P,O,1,CO
AVON DENTAL CLINIC                      ,411931391,3582580,N,O,1,MN
AVOYELLES HOSPITAL                      ,263147245,46916,P,O,1,LA
AWARE/ADTNC                             ,521707254,3049657,N,O,1,MD
AXTELL CHRISTIAN HOPSITAL ASS           ,480545180,1617109,N,O,1,KS
AZURE ACRES                             ,770411689,3161573,P,O,1,CA
B J WORKMAN MEMORIAL HOSPITAL           ,576005517,289114,N,O,1,SC
BABIES AND CHILDRENS HOSPITAL           ,133908648,2469434,N,O,1,NY
BACON COUNTY HOSPITAL                   ,582224545,408661,P,O,1,GA
BAILEY MEDICAL CENTER                   ,201547519,2730081,P,O,1,OK
BAILEY MEMORIAL HOSPITAL                ,576007873,606869,N,O,1,SC
BAKER COUNTY MEDICAL SERVICES           ,593202547,1423670,P,O,1,FL
BAKERSFIELD HEART HOSPITAL              ,561984080,1901476,P,O,1,CA
BAKERSFIELD LITHOTRIPSY                 ,860977272,5111178,N,O,1,CA
BAKERSFIELD MEMORIAL HOSPITAL           ,951802779,120176,P,O,1,CA
BALBOA HOSPITAL                         ,980408703,2908625,N,O,1,MO
BALDPATE HOSPITAL                       ,42392742,153963,P,O,1,MA
BALDWIN COUNTY HOSPITAL                 ,580685891,1637955,N,O,1,GA
BALDWIN PARK HOSPITAL                   ,954500251,136288,N,O,1,CA
BALLINGER MEMORIAL HOSPITAL DISTRICT    ,752312009,172684,P,O,1,TX
BALTIMORE WASHINGTON MEDICAL CENTER     ,520689917,571908,P,O,1,PA
BAMBERG COUNTY MEM HOSP                 ,576001598,37011,N,O,1,SC
BANDERAS DE AMOR                        ,650843773,2025650,N,O,1,FL
BANNER BAYWOOD HEART HOSPITAL           ,861035549,2053138,P,O,1,AZ
BANNER BAYWOOD MEDICAL CENTER           ,363386394,734409,P,O,1,AZ
BANNER BOSWELL MEDICAL CENTER           ,900389314,732666,P,O,1,AZ
BANNER CASA GRANDE MEDICAL CENTER       ,450233470,222171,P,O,1,AZ
BANNER CHURCHILL COMMUNITY HOSPITAL     ,880321712,779321,P,O,1,NV
BANNER DEL E WEBB MEDICAL CENTER        ,900389312,731732,P,O,1,AZ
BANNER DESERT CARE CENTER               ,900054201,2116413,N,O,1,AZ
BANNER DESERT MEDICAL CENTER            ,900054201,2084329,P,O,1,AZ
BANNER ESTRELLA MEDICAL CENTER          ,900065118,2509504,P,O,1,AZ
BANNER FORT COLLINS MEDICAL CENTER      ,450233470,5447713,P,O,1,CO
BANNER GATEWAY MEDICAL CENTER           ,900220728,2830263,P,O,1,AZ
BANNER GOLDFIELD MEDICAL CENTER         ,900981239,3427153,P,O,1,AZ
BANNER GOOD SAMARITAN FAMILY MEDICINE   ,270036546,2765233,N,O,1,AZ
BANNER IRONWOOD MEDICAL CENTER          ,900412842,3187841,P,O,1,AZ
BANNER LASSEN MEDICAL CENTER            ,680422620,53121,P,O,1,CO
BANNER PAGE HOSPITAL                    ,860394148,421904,P,O,1,AZ
BANNER PAYSON MEDICAL CENTER            ,860874009,284725,P,O,1,TX
BANNER PAYSON MEDICAL CENTER            ,450233470,284725,P,O,1,AZ
BANNER THUNDERBIRD MEDICAL CENTER       ,270036484,2084273,P,O,1,AZ
BANNER THUNDERBIRD MEDICAL CENTER       ,860096778,383897,N,O,1,AZ
BANNER UNIV MEDICAL CNTR PHOENIX CAMPUS ,270036499,2084327,P,O,1,AZ
BANNER UNIV PRIMARY CARE PHYS           ,901116752,6052986,N,O,1,AZ
BANNER UNIVERSITY MED CTR SOUTH CAMPUS  ,901074558,100606,P,O,1,UT
BANNER UNIVERSITY MED CTR TUCSON CAMPUS ,901074557,402180,P,O,1,UT
BANNER UNIVERSITY MED CTR TUCSON CAMPUS ,860492210,402180,P,O,1,UT
BAPTIST BEAUMONT HOSPITAL               ,741303720,1903626,P,O,1,TX
BAPTIST BEHAVIORAL HEALTH SVC           ,640881013,3822833,N,O,1,MS
BAPTIST EASLEY HOSPITAL                 ,352363050,634008,P,O,1,SC
BAPTIST EMERGENCY HOSPITAL              ,452497248,3420529,P,O,1,TX
BAPTIST EMERGENCY HOSPITAL HAUSMAN      ,452497248,3563537,P,O,1,TX
BAPTIST EMERGENCY HOSPITAL OVERLOOK     ,453327330,3564012,P,O,1,TX
BAPTIST EMERGENCY HOSPITAL OVERLOOK     ,452497248,3564012,P,O,1,TX
BAPTIST EMERGENCY HOSPITAL SCHERTZ      ,452497248,3683152,P,O,1,TX
BAPTIST EMERGENCY HOSPITAL WESTOVER HILL,452497248,3544632,P,O,1,TX
BAPTIST HEALTH                          ,710410453,2861764,N,O,1,AR
BAPTIST HEALTH CORBIN                   ,610444707,325582,P,O,1,KY
BAPTIST HEALTH FLOYD                    ,610444707,708883,P,O,1,NC
BAPTIST HEALTH FLOYD                    ,356031012,708883,P,O,1,NC
BAPTIST HEALTH LAGRANGE                 ,610444707,3711,P,O,1,KY
BAPTIST HEALTH LEXINGTON                ,610444707,82829,P,O,1,KY
BAPTIST HEALTH LOUISVILLE               ,610444707,679438,P,O,1,KY
BAPTIST HEALTH MADISONVILLE             ,610654587,597562,P,O,1,KY
BAPTIST HEALTH MEDICAL CENTER STUTTGART ,611570855,2989311,P,O,1,TX
BAPTIST HEALTH MEDICAL CTR - CONWAY     ,461629800,6169661,N,O,1,TX
BAPTIST HEALTH MEDICAL CTR-HOT SPRING CT,710766605,135575,P,O,1,AR
BAPTIST HEALTH MEDICAL CTR-HOT SPRING CT,710236856,135575,P,O,1,TX
BAPTIST HEALTH PADUCAH                  ,610444707,370691,P,O,1,KY
BAPTIST HEALTH RICHMOND                 ,610461940,397282,P,O,1,KY
BAPTIST HOSP BEHAVIORAL MED CT          ,590657322,2219525,P,O,1,FL
BAPTIST HOSPITAL                        ,621869474,2166405,N,O,1,TN
BAPTIST HOSPITAL                        ,590657322,231738,P,O,1,GA
BAPTIST HOSPITAL OF MIAMI               ,590910342,389811,P,O,1,GA
BAPTIST HOSPITAL OF ROANE COUNTY        ,621377492,157190,N,O,1,TN
BAPTIST HOSPITAL WOMENS                 ,621868997,2349554,N,O,1,TN
BAPTIST HOSPITALS OF SOUTH EAST TEXAS   ,741303720,1903633,P,O,1,TX
BAPTIST HOSPITALS OF SOUTHEAST TEXAS    ,741303720,609960,N,O,1,TX
BAPTIST MED CNT CUMMING                 ,582075398,2334160,N,O,1,GA
BAPTIST MED CTR CHEROKEE COUN           ,630312913,1729912,N,O,1,AL
BAPTIST MED CTR HEBER SPRINGS           ,710236856,1414946,P,O,1,TX
BAPTIST MED CTR/CHEROKEE COUNTY         ,636004724,691671,N,O,1,AL
BAPTIST MEDICAL CENTER                  ,760714523,4078,P,O,1,TX
BAPTIST MEDICAL CENTER                  ,710236856,11535,P,O,1,TX
BAPTIST MEDICAL CENTER                  ,111633566,81372,N,O,1,NY
BAPTIST MEDICAL CENTER                  ,590747311,204805,P,O,1,FL
BAPTIST MEDICAL CENTER                  ,570339440,1033729,N,O,1,SC
BAPTIST MEDICAL CENTER - ATTALA         ,473684354,95564,P,O,1,MS
BAPTIST MEDICAL CENTER - BEACHES        ,592980620,784719,P,O,1,FL
BAPTIST MEDICAL CENTER - YAZOO          ,640844470,518103,P,O,1,MS
BAPTIST MEDICAL CENTER ARKADELPHIA      ,710236856,38910,P,O,1,TX
BAPTIST MEDICAL CENTER COLUMBI          ,570339444,1326659,N,O,1,SC
BAPTIST MEDICAL CENTER EAST             ,203204949,82013,P,O,1,AL
BAPTIST MEDICAL CENTER LEAKE            ,452896080,67079,P,O,1,MS
BAPTIST MEDICAL CENTER NASSAU           ,593234721,1138537,P,O,1,FL
BAPTIST MEDICAL CENTER NASSAU           ,205038438,1138537,P,O,1,FL
BAPTIST MEDICAL CENTER SOUTH            ,203204949,93745,P,O,1,AL
BAPTIST MEM HOSP BOONEVILLE             ,640663760,494869,P,O,1,TN
BAPTIST MEM HOSP EAST OUTPAT            ,620123940,543989,N,O,1,TN
BAPTIST MEM HOSP NORTH MISSISSIPPI      ,640772726,18589,P,O,1,TN
BAPTIST MEM HOSPITAL DESOTO             ,640682111,151216,P,O,1,TN
BAPTIST MEMORIAL HOSP HUNTINGDON        ,621166050,738788,P,O,1,TN
BAPTIST MEMORIAL HOSP UNION CITY        ,621138045,664258,P,O,1,TN
BAPTIST MEMORIAL HOSPITAL               ,630332248,1661081,N,O,1,AL
BAPTIST MEMORIAL HOSPITAL               ,620753775,1656493,N,O,1,TN
BAPTIST MEMORIAL HOSPITAL GOLDEN TRIAN  ,621519754,1087058,P,O,1,TN
BAPTIST MEMORIAL HOSPITAL TIPTON        ,621113167,288194,N,O,1,TN
BAPTIST MEMORIAL HOSP-UNION CNTY        ,630997281,334568,P,O,1,TN
BAPTIST MEMORIAL MED CTR                ,710236856,1857012,P,O,1,TX
BAPTIST MEMORIAL SPECIALTY HOSP         ,741614011,318232,N,O,1,TN
BAPTIST REGIONAL MED CENTER             ,311100788,1564426,N,O,1,KY
BAPTIST ST ANTHONYS HOSPITAL            ,750800669,186704,P,O,1,TX
BAPTIST ST ANTHONYS HOSPITAL            ,300754305,186704,P,O,1,TX
BAPTIST WOMENS PAVILION EAST            ,581509251,627175,N,O,1,TN
BARAGA COUNTY MEMORIAL HOSP             ,382892565,320449,P,O,1,MI
BARBOURVILLE ARH HOSPITAL               ,452696517,349139,P,O,1,KY
BARBOURVILLE ARH HOSPITAL               ,204569697,349139,P,O,1,KY
BARIATRIC CARE CENTER                   ,233076110,2309552,N,O,1,PA
BARIATRIC CARE CENTER TEXAS             ,522214374,2040602,N,O,1,TX
BARIATRIC CENTER OF DALLAS              ,208362046,2963716,N,O,1,TX
BARIATRIC PROGRAM OF SAN ANTONIO        ,651197618,2496754,N,O,1,TX
BARIX CLINICS OF AZ                     ,352199236,2342905,N,O,1,IL
BARIX CLINICS OF PENNSYLVANIA           ,352167004,2260128,P,O,1,PA
BARLOW RESPIRATORY HOSPITAL             ,951647809,404463,N,O,1,CA
BARNERT HOSPITAL                        ,221487259,77334,N,O,1,NJ
BARNES JEWISH HOSPITAL                  ,237309937,1328723,P,O,1,MO
BARNES JEWISH ST PETERS HOSPITAL        ,431452426,249322,P,O,1,MO
BARNES KASSON COUNTY HOSPITAL           ,240798681,629298,P,O,1,PA
BARNES-JEWISH WEST CNTY HOSPIT          ,431527130,761376,P,O,1,MO
BARNESVILLE HOSPITAL ASSOCIATION        ,340719172,1995505,P,O,1,OH
BARNSTABLE COUNTY HOSPITAL              ,46001419,361369,N,O,1,MA
BARNWELL COUNTY HOSPITAL                ,570871995,55514,N,O,1,SC
BARRETT HOSPITAL & HEALTHCARE           ,264230898,463929,P,O,1,MT
BARROW REGIONAL MEDICAL CENTER          ,580633978,642629,P,O,1,GA
BARROW REGIONAL MEDICAL CENTER          ,203749930,642629,P,O,1,GA
BARSTOW COMMUNITY HOSPITAL              ,760385534,51314,P,O,1,TX
BARTLETT REGIONAL HOSPITAL              ,920118538,381212,N,O,1,AK
BARTLETT REGIONAL HOSPITAL              ,920172493,381212,N,O,1,AK
BARTON CO MEMORIAL HOSPITAL             ,446005099,462676,P,O,1,MO
BARTON MEMORIAL HOSPITAL                ,946050274,341175,P,O,1,NV
BARTOW REGIONAL MEDICAL CENTER          ,475387418,333299,P,O,1,GA
BASIN HEALTHCARE CENTER                 ,261866146,3150428,N,O,1,TX
BASSETT ARMY COMMUNITY HOSP             ,742452845,1637584,N,O,1,AK
BASSETT ARMY COMMUNITY HOSP             ,574560794,1637584,N,O,1,AK
BASTROP COMMUNITY HOSPITAL              ,742389741,110578,N,O,1,TX
BATES COUNTY MEMORIAL HOSPITAL          ,436052772,459579,P,O,1,MO
BATES MEDICAL CENTER                    ,710255776,74809,N,O,1,AR
BATH COMMUNITY HOSPITAL                 ,540505913,616168,P,O,1,VA
BATH MEMORIAL HOSPITAL                  ,10215911,1519487,N,O,1,ME
BATON ROUGE GENERAL MEDICAL CTR         ,721025017,199877,P,O,1,TX
BATTLE CREEK ADVENTIST                  ,381359189,723865,N,O,1,MI
BATTLE MOUNTAIN HOSPITAL                ,880186024,411909,P,O,1,NV
BAUM HARMON MERCY HOSPITAL              ,421500277,532983,P,O,1,IA
BAXTER REGIONAL MEDICAL CENTER          ,710561765,951719,P,O,1,AR
BAY AREA HOSPITAL                       ,930678389,69583,P,O,1,OR
BAY AREA HOSPITAL                       ,930593249,69583,P,O,1,OR
BAY AREA MEDICAL CENTER                 ,391528430,638093,P,O,1,WI
BAY AREA REGIONAL MEDICAL CENTER        ,460703465,3830844,P,O,1,TX
BAY COUNTY HEALTH SYSTEM                ,900799724,5249199,N,O,1,FL
BAY HARBOR HOSPITAL                     ,951954367,117208,N,O,1,CA
BAY HOSPITAL MEDICAL CENTER             ,237132702,1557301,N,O,1,CA
BAY MEDICAL CENTER                      ,900799724,546430,P,O,1,FL
BAY MEDICAL CENTER                      ,596001478,546430,P,O,1,FL
BAY PARK COMMUNITY HOSPITAL             ,341883132,2107432,P,O,1,OH
BAYAMON FAMILY HOSPITAL                 ,660265947,1900506,N,O,1,PR
BAYAMON HEALTH CENTER                   ,660570046,2129806,P,O,1,PR
BAYCARE ALLIANT HOSPITAL                ,50615150,2921184,P,O,1,GA
BAYCARE RECOVERY CARE OF                ,391892914,1909358,N,O,1,WI
BAYFRONT HEALTH BROOKSVILLE             ,650832790,585163,P,O,1,GA
BAYFRONT HEALTH DADE CITY               ,593649652,365439,P,O,1,GA
BAYFRONT HEALTH PORT CHARLOTTE          ,201852902,1362188,P,O,1,GA
BAYFRONT HEALTH PUNTA GORDA             ,650526360,1188160,P,O,1,GA
BAYFRONT HEALTH SPRING HILL             ,650832790,922962,P,O,1,GA
BAYFRONT HEALTH ST PETERSBURG           ,300759177,594444,P,O,1,GA
BAYHEALTH MMH                           ,510064318,214801,P,O,1,PA
BAYLEY SETON HOSP/SIS OF CHARITY        ,133091767,202352,N,O,1,NY
BAYLOR EMERGENCY MED CTR AT AUBREY      ,262978009,2983634,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT BURLESON    ,364755936,4599352,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT COLLEYVILLE ,262978009,5112952,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT KELLER      ,262978009,3788745,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT MANSFIELD   ,364755936,5112938,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT MURPHY      ,262978009,3987596,P,O,1,TX
BAYLOR EMERGENCY MED CTR AT ROCKWALL    ,900944023,3967230,P,O,1,TX
BAYLOR HEART AND VASCULAR HOSPITAL      ,752834135,2178748,P,O,1,TX
BAYLOR INST FOR REHAB AT NW DALLAS      ,205558682,2998160,P,O,1,TX
BAYLOR MEDICAL CENTER                   ,751737367,1685492,N,O,1,TX
BAYLOR MEDICAL CENTER AT TROPHY CLUB    ,481260190,2422395,P,O,1,TX
BAYLOR MEDICAL CENTER AT UPTOWN         ,752829613,326714,P,O,1,TX
BAYLOR ORTHOPEDIC & SPINE HOSPITAL      ,261578178,3129567,P,O,1,TX
BAYLOR S & W MED CTR - WHITE ROCK       ,953720659,116654,P,O,1,TX
BAYLOR S & W MED CTR - WHITE ROCK       ,475119983,116654,P,O,1,TX
BAYLOR S & W MED CTR - WHITE ROCK       ,954537720,116654,P,O,1,TX
BAYLOR S & W MEDICAL CTR - HILLCREST    ,741161944,532144,P,O,1,TX
BAYLOR S & W MEDICAL CTR - LAKE POINTE  ,260194016,34684,P,O,1,TX
BAYLOR S & W MEDICAL CTR - SUNNYVALE    ,510570864,3111942,P,O,1,TX
BAYLOR S&W ALL ST MED CTR FW            ,751008430,690314,P,O,1,TX
BAYLOR SCOTT & WHITE MED CENTER - LLANO ,273026151,39687,P,O,1,TX
BAYLOR SCOTT & WHITE MED CENTER - LLANO ,742124527,39687,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - CARROLTON,454510252,306145,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - CARROLTON,208889358,306145,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - GARLAND  ,475009342,80444,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - GARLAND  ,751037591,80444,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - GRAPEVINE,751777119,303409,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR - MCKINNEY ,751037591,3426565,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR AT WAXAHACH,751844139,700857,P,O,1,TX
BAYLOR SCOTT & WHITE MED CTR-MARBLE FALL,464007700,5532419,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER-FRIS,752865177,2241397,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CNTR-IRVING,752586857,373643,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CTR - PLANO,820551704,2456634,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CTR - ROUND,741595711,2796212,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CTR - ROUND,203749695,2796212,P,O,1,TX
BAYLOR SCOTT & WHITE MEDICAL CTR-TAYLOR ,741595711,155128,P,O,1,TX
BAYLOR SCOTT & WHITE SURG HOSP AT SHERMA,200652590,3278815,P,O,1,TX
BAYLOR SCOTT & WHITE SURG HOSP AT SHERMA,611762781,3278815,P,O,1,TX
BAYLOR SURG HOSP FOR WORTH              ,752658178,2481467,P,O,1,TX
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS ,542086863,2640098,P,O,1,TX
